Publisher,Author,Grade Level,Lesson No.,Section Title,Subsection,Label,Conversation ID,Speech type,Turn No.,Speaker,Script,Word Count,Position_A,Function_A,Position_B,Function_B,Consistency,Agreement,corpus
Mirae-N,Kim,Common English 1,3,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L3_S2_A1_01,Dialogue,4,B,"Really? That sounds incredible! But was it just a model house, or did she actually live inside?",,UI,T4,UI,T4,match,T4,textbook
Mirae-N,Kim,Common English 1,3,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L3_S2_A1_01,Dialogue,5,G,It was real! She actually lived there. The house was two stories high and about 93??in size.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L3_S2_A1_01,Dialogue,6,B,"Wow, that's a pretty big house! I'm curious about how the self-cleaning system worked.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L3_S2_A1_01,Dialogue,7,G,"A network of tubes and sprayers released soapy water all over the house, including the floors, walls, and ceilings. After that, the system automatically washed away the dirty water.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L3_S2_A1_01,Dialogue,8,B,That's amazing. I wish I could live in that house. Then I would never have to clean my room!,,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,1,G,"Dad, look at this photo from our last trip to Jeju! The sea looks cool, doesn't it?",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,2,M,"Yes, it does. It looks much more beautiful because of its green color.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,3,G,"That's true. But Dad, I wonder why the sea sometimes looks green like this. Shouldn't it be blue?",,UI,T4,UI,I2,mismatch,T4,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,4,M,Seas usually look blue because the water reflects more blue light back to our eyes compared to other colors. ,,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,5,G,What about green oceans?,,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,6,M,"Well, oceans appear green when the water reflects more green light. When there are sea plants and sand in the water, they absorb the blue light and reflect the green light.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,7,G,"Oh, I see. That's interesting. Thanks for the little science lesson, Dad. I want to learn more about that.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,3,Wrap Up,A,E1,SM_C1_L3_WU_QA_01,Dialogue,8,M,That's a great idea. The ocean sure is a curious scientific wonder.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,1,G," Hey, Noah. Have you heard about World Bee Day?",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,2,B," World Bee Day? No, I haven't. What's that?",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,3,G, It's a special day celebrated every year on May 20th. The United Nations created the day to recognize the essential roles that bees play in maintaining our ecosystem.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,4,B," Oh, I had no idea there was such a day! But I read somewhere that bees are endangered.",,UI,T4,UI,T4,match,T4,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,5,G," Unfortunately, that's true. The decreasing number of bees is a serious problem, especially because about a third of the world's food production depends on them.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,6,B," Oh, no! I'm so worried about what will happen if the bee population continues to decrease.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 1,E1,SM_C1_L4_S1_A1_01,Dialogue,7,G," Me, too. Let's just hope that people become more aware of the problem thanks to World Bee Day.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,1,B," Kate, what's on your mind? You look a bit concerned.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,2,G," I'm just looking at a graph of the sea level. Here, take a look.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,3,B," Hmm, it seems to be rising steadily but with some ups and downs.",,UM,T3,UM,T1,mismatch,T3,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,4,G," Yes, the rising sea level is becoming a problem. I'm especially worried about the people in Tuvalu in the South Pacific Ocean. ",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,5,B, What do you mean?,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,6,G," Well, if the sea level continues to rise, most of their land may disappear into the sea within a hundred years.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,7,B," Oh, really? I suppose if their land is lost, they'll lose their culture and traditions as well as their homes.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,8,G, Exactly. It's a shame that the rising sea level is mostly due to human activities.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 1,Listen and Answer 2,E1,SM_C1_L4_S1_A2_01,Dialogue,9,B, You're right. We should be alert to the potential dangers and take appropriate action.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,1,G," Hey, Dad. What are you doing? Are you sewing up holes in your socks?",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,2,M," Good morning, Amy. I'm actually making some dolls for your little sister. It's a great way to recycle socks that have holes in them or are out of style.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,3,G, That's so cool. You're giving new life to things that would have been thrown away.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,4,M, Yes. Why don't you make one with me? ,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,5,G, Really? I'd love to! What do I need?,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,6,M, Just bring some of your old socks. I already have everything else.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Listen & Speak 2,Listen and Answer 1,E1,SM_C1_L4_S2_A1_01,Dialogue,7,G, All right. I'll get them now. I can't wait to see the smile on my little sister's face!,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Plan & Present,Step 1 Listen and Answer,E1,SM_C1_L4_PP_S1_01,Dialogue,1,W,"Good evening. I'm Gabby Logan, and this is SHA News. You've probably heard a lot of news about climate change, and you're worried about its impact on the future of our planet. But today, I have some good news to share! According to the United Nations, the ozone layer is recovering. Our reporter Henry Miller explains. Henry?",,UI,T2,UI,T1,mismatch,T2,textbook
Mirae-N,Kim,Common English 1,4,Plan & Present,Step 1 Listen and Answer,E1,SM_C1_L4_PP_S1_01,Dialogue,2,M,"Thanks, Gabby. The Montreal Agreement was signed in 1987 to stop the production and use of substances harmful to the ozone layer. Since then, the size of the hole in the ozone layer has been steadily decreasing. If we continue these efforts, the ozone layer is expected to fully recover in most parts of the world by 2040. Although we still have a long way to go, we're on track to achieve this important goal. Experts suggest that individuals can also support these protective efforts simply by using eco-friendly products, reducing energy consumption, and taking public transportation. Why don't you get involved and help protect our planet? For SHA News, I'm Henry Miller.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,1,B," Lucy, take a look at this line graph showing the average global temperature over the last 20 years.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,2,G, Wow! Look how steadily it's been going up!,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,3,B, You're absolutely right. The temperature is rising rapidly.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,4,G," Yeah, it's like the Earth isn't just warming ??it's burning.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,5,B, Exactly. I'm really worried about climate change. It's time to take action.,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,6,G," I think so, too. People need to know how serious this issue is.",,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,7,B, I couldn't agree more. How about writing a school newspaper article on this topic?,,,,,,,,textbook
Mirae-N,Kim,Common English 1,4,Wrap Up,A,E1,SM_C1_L4_WU_QA_01,Dialogue,8,G, That's a fantastic idea! It'll be a perfect subject for next month's issue.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,1,B,"Mina, do you have any special plans for this weekend?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,2,G,"I'm thinking of volunteering at a nursing home, actually.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,3,B,Sounds like a great idea. What kind of work are you planning to do there?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,4,G,"Well, I wanted to cook something for the elderly, but there are enough volunteers for cooking. So, I've decided to sing for them instead.",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,5,B,"Oh, that's so sweet of you. I'm sure they'll love to hear you sing.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,6,G,Thanks! I hope so. Would you like to come along?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,7,B,"Absolutely! Why not? I'm not a good singer, but I'll do my best!",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L1_S1_A1_01,Dialogue,8,G,Great. I'll pick you up at 10.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,1,B,"Hello, Kelly. What's up?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,2,G,"Hey, Jun! I just wanted to quickly ask you something. What are you going to bring to the charity market on Friday?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,3,B,"Hmm, I'm thinking of bringing something that I don't use anymore, but I'm not quite sure yet. What about you?",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,4,G,"Well, I've had a look around my room for used things, but everything is too worn out. So, I'm thinking of baking some cookies instead. What do you think?",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,5,B,That sounds great! What kind of cookies?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,6,G,Probably banana cookies with honey. They're my favorite.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,7,B,"Wow, sounds good. By the way, did you know that all the money we earn will be donated to the children's hospital?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,8,G,Yeah. It's great to give back to the local community.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L1_S1_A2_01,Dialogue,9,B,I agree. I hope the charity market will go well.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,1,G,"Hey, Mike, take a look at this picture. Can you guess what it is?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,2,B,Isn't it just a bridge over a road?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,3,G,"Actually, it's a wildlife crossing: a kind of bridge that allows animals to cross roads safely. It's built to restore and reconnect habitats that have been separated due to road construction.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,4,B,"Ah, I remember seeing one of those on the highway to Busan.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,5,G,"Right. So many animals are being killed on roads, so I think it's important to have as many wildlife crossings as possible throughout the country.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,6,B,"I understand. It's necessary for the safety of drivers as well as for animals, isn't it?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L1_S2_A1_01,Dialogue,7,G,You're absolutely right.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,1,B,"Hey, Yuna. Do you have any special plans this summer vacation?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,2,G,"Hi, Tom. I'm actually thinking of working as a volunteer translator.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,3,B,A volunteer translator? What does that involve?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,4,G,I translate short Korean folk tales into English and then send them to a charity center.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,5,B,That's interesting! What happens after that?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,6,G,"Other volunteers translate the stories into different languages. Then, the charity center sends them to children in other countries who don't have enough books to read.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,7,B,Very nice. That sounds quite rewarding. You'll not only help out the charity but also promote Korean culture.,,,,,,conjunction,,textbook
Mirae-N,Kim,Common English 2,1,Wrap Up,A,E2,SM_C2_L1_WU_QA_01,Dialogue,8,G,That's right! I'm ready to do something meaningful this summer.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,1,W,Good afternoon. How may I help you?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,2,B,"Hello, I'd like to buy a sweater that doesn't feel too tight.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,3,W,I see. What do you think of these wool sweaters on this stand? They are all loose-fitting.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,4,B,"Hmm. They look good, but I think cotton is more comfortable than wool.",,UI,T1,UI,I1,mismatch,I1,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,5,W,"In that case, how about this one? It's 100% organic cotton.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,6,B,"Oh, I love it. How much is it? ",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,7,W,"It was originally 50 dollars, but it's 20% off right now. Plus, if you download our store app and become a member, you'll get an additional five-dollar discount coupon.",,UI,T2,UI,T2,match,T2,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L2_S1_A1_01,Dialogue,8,B,That's a great deal! I'll sign up now and take the sweater.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,1,G,"Dad, can I have my allowance early this week?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,2,M,What? Didn't you get your allowance from your mom a couple of days ago?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,3,G,"Yes, I did, but I ended up buying this really cool T-shirt because it was half price. I'm really satisfied with the deal.",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,4,M,I don't think it's very wise to buy things just because they're on sale.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,5,G,"I know, Dad, but I just love the design.",,UI,I1,UI,I1,match,I1,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,6,M,"I know you do, but you shouldn't shop so carelessly. You need to make a spending plan to manage your money more effectively.",,UI,I1,UI,I1,match,I1,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,7,G,"Okay, Dad. I'll try.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 1,E2,SM_C2_L2_S2_A1_01,Dialogue,8,M,"Thanks, I believe you'll make reasonable choices.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,1,B,"Hi, Sumin! What are you doing on your tablet?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,2,G,"Hi, Brandon. I'm trying to find a new online fitness class. I'm not happy with the one I'm taking.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,3,B,Whose class is it?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,4,G,Adriana Estefan's class.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,5,B,Isn't that one of the most popular online fitness courses? What's wrong with it?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,6,G,"Despite her reputation, I realized that her course is a bit too challenging for me. It's hard to follow all the moves.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,7,B,"You should probably watch the class introduction video and check the reviews before signing up for a course next time. The first class is usually a free trial, so you can watch that, too.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,8,G,That's a good idea. I'll do that. I hope I can find the right course for me.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Listen & Speak 2,Listen and Answer 2,E2,SM_C2_L2_S2_A2_01,Dialogue,9,B,Good luck!,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,1,W,"Daniel, you look busy. What's going on?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,2,M,"Oh, I'm trying to find some good Korean restaurants for a family gathering. Do you have any recommendations?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,3,W,How many people are you expecting?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,4,M,About 10. We'd like to get a private room.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,5,W,"In that case, I recommend Seorabeol, a traditional Korean restaurant. It's right by the park, and it has lots of private rooms of different sizes.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,6,M,What's the food like there?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,7,W,All the dishes are healthy and delicious. My family was quite satisfied with the food there.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,8,M,That sounds great. I'll try to get a reservation. Thanks for the suggestion.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,2,Wrap Up,A,E2,SM_C2_L2_WU_QA_01,Dialogue,9,W,You're welcome. I hope your family likes the restaurant as much as mine did!,,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,1,B,"Hey, Mina. Have you seen that latest comedy movie starring George Nicholson?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,2,G,"Yeah, Man in Dark. I saw it yesterday.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,3,B,"Oh, good! How did you like it?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,4,G,It was so funny. I laughed from the start to the very end. I was really impressed by George Nicholson's performance.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,5,B,"I agree! I think comedy acting is very difficult, but he did a great job.",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,6,G,Absolutely! I'm even thinking about going to see it again.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,7,B,"Hmm, I don't like watching the same movie twice, but I definitely want to see more movies with that actor.",,UI,T1,UI,T1,match,T1,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,8,G,"Well, in that case, you should watch Comedy King, one of his earlier movies from before he was famous.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 1,E2,SM_C2_L3_S1_A1_01,Dialogue,9,B,"Nice, I'll watch it. Thanks!",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,1,W,"Hey, Daniel. How was your tour of Gyeongbokgung Palace?",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,2,M,It was amazing! I was completely captivated by the traditional Korean-style coloring of the buildings. The color combinations were so beautiful.,,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,3,W,"Ah, you're talking about dancheong, right? The pattern uses blue, white, red, black, and yellow colors in combination.",,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,4,M,"Yes, exactly! The guide explained that dancheong is not only used for decoration but also protects the buildings from bad weather and insects. I thought that was really interesting.",,,,,,conjunction,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,5,W,I'm glad you enjoyed it. Did you also see the changing of the guard ceremony?,,,,,,,,textbook
Mirae-N,Kim,Common English 2,3,Listen & Speak 1,Listen and Answer 2,E2,SM_C2_L3_S1_A2_01,Dialogue,6,M,I did. It was really fascinating to see the guards dressed in traditional clothes. It reminded me of a similar ceremony at Buckingham Palace.,,,,,,,,textbook
