speaker,script,position1,function1,position2,function2,match,agreement
*JACK:,I'll do it,,,,,,
*JACK:,I mean it's laugh,,,,,,
*JULI:,Clean that up and,,,,,,
*JACK:,It's kinda old,,,,,,
*JULI:,fix it,,,,,,
,I,,,,,,
*JULI:,I really need a keeper,,,,,,
*JULI:,I need an organizer to keep me straight,,,,,,
*JACK:,,,,,,,
*JULI:,It 's awful in the summer,,,,,,
*JACK:,,,,,,,
*JULI:,I get terrible,,,,,,
*JULI:,This is the other tack room,,,,,,
*JULI:,It doesn't look quite as nice,,,,,,
,Elaine's mess is still a mess in there,,,,,,
*JACK:,Yeah,,,,,,
*JULI:,But I'm gonna get her a tack trunk of some kind for her birthday,TI,T4,TI,T4,MATCH,T4
*GARY:,Looks nice,,,,,,
*GARY:,l,,,,,,
*JACK:,This rubber bit right here is Canso's bridle,,,,,,
*JULI:,Mhm,,,,,,
*JACK:,We got it out,,,,,,
*GARY:,See,,,,,,
,this is a real barn Matt,,,,,,
*GARY:,Our barn isn't real,,,,,,
*GARY:,This is,,,,,,
*JACK:,,,,,,,
*GARY:,l,,,,,,
*JACK:,How many horses do you have,,,,,,
*GARY:,Two,,,,,,
*JACK:,Two,,,,,,
*JULI:,,,,,,,
*JACK:,Oh,,,,,,
*JACK:,yeah,,,,,,
*JULI:,Well,,,,,,
*GARY:,l,,,,,,
*JULI:,I bought this place for the ba rn,,,,,,
*JACK:,I'm sure,,,,,,
*JULI:,And the lo cation,,,,,,
*JACK:,Yeah,,,,,,
*JULI:,Not for the house,,,,,,
*GARY:,,,,,,,
*JULI:,The house is a piece of garbage,,,,,,
,but,UI,T1,UI,T1,MATCH,T1
,you know I'm getting attached to it,,,,,,
*JACK:,The inside is starting to look nice,,,,,,
*JULI:,The only thing that was done well on that house,,,,,,
*JACK:,because you're decorating it,,,,,,
*JULI:,was the masonry work though,,,,,,
*JULI:,Hm,,,,,,
*JACK:,It's starting to look nice on the inside,,,,,,
*JULI:,Yeah,,,,,,
*JULI:,Is it,,,,,,
*JULI:,Do you have enough time to br,,,,,,
*JULI:,uh run me by the vet clinic,,,,,,
,before we go pick up my truck,,,,,,
,because they close at five thirty,,,,,,
*JACK:,I'm fine,,,,,,
*JULI:,Okay,,,,,,
*JACK:,As long as I can,,,,,,
*JULI:,And I've got ta pick up,,,,,,
,I've got to give uh Shiba her shots,,,,,,
*JULI:,And he ordered the vaccine and it's in,,,,,,
,,,,,,,
*GARY:,Saw dust,,,,,,
*JACK:,l,,,,,,
*GARY:,or shavings I guess,,,,,,
*JULI:,Unhunh,,,,,,
*GARY:,,,,,,,
*JACK:,Hey would you mind turning off the lights for me,,,,,,
*JULI:,Yeah,,,,,,
*JULI:,Who's i,,,,,,
*JULI:,Who's in there,,,,,,
*JACK:,,,,,,,
*JULI:,I forgot that horse was in there,,,,,,
*JACK:,Aw,,,,,,
*JULI:,Oh no,,,,,,
*JACK:,No,,,,,,
*JULI:,l,,,,,,
*JULI:,Imagine that,,,,,,
*JULI:,Hi Deb,,,,,,
*JACK:,l,,,,,,
*DEB:,Hi,,,,,,
*JULI:,Jackie's gonna run me down to get my truck real quick,,,,,,
*JACK:,What kind,,,,,,
*JULI:,So I'll be back,,,,,,
*JULI:,Can I leave my dog with you,,,,,,
*DEB:,Sure,,,,,,
*JULI:,Look look,,,,,,
*JACK:,,,,,,,
,No laugh,,,,,,
*JULI:,Yeah I know,,,,,,
*DEB:,l,,,,,,
*JULI:,Yeah okay,,,,,,
*JULI:,Try it out,,,,,,
,I'll be back shortly,,,,MATCH,42,
@End,,,,,UNMATCH,14,
