speaker,script,position1,function1,position2,function2,match,agreement
*BERN:,Not West Tenth,,,,,,
,it must've been,,,,,,
,Forget my last address,,,,,,
*FRAN:,East Tenth,,,,,,
*BERN:,Yeah,,,,,,
*BERN:,East Tenth,,,,,,
*FRAN:,Mhm,,,,,,
*BERN:,That's right,,,,,,
*BERN:,It changes,,,,,,
*FRAN:,Right,,,,,,
,at Fifth Avenue,,,,,,
*BERN:,I think between First and Second or,,,,,,
*FRAN:,Mhm,,,,,,
*BERN:,I wasn't down in A's bee's and cee's,,,,,,
*FRAN:,Right,,,,,,
*BERN:,It wasn't down that far,,,,,,
*FRAN:,Alphabet city,,,,,,
*BERN:,Yeah,,,,,,
*FRAN:,Right,,,,,,
*ALIC:,Do you have any kids,,,,,,
*ALIC:,Did you ever manage kids,,,,,,
*FRAN:,My husband has two children,,,,,,
*FRAN:,And,,,,,,
*ALIC:,Did you raise em in New York,,,,,,
*ENV:,,,,,,,
*ALIC:,I was gonna say,,,,,,
,is that possible ,,,,,,
*FRAN:,I didn't,,,,,,
*ALIC:,can anybody ,,,,,,
*FRAN:,It is possible,,,,,,
*FRAN:,,,,,,,
,And they were raised partly in New York,,,,,,
*FRAN:,But n,UI,T3,UI,T1,UNMATCH,T3
*FRAN:,But not by me,UI,T3,UI,T1,UNMATCH,T3
*FRAN:,But,UI,T4,UI,T4,MATCH,T4
,um,,,,,,
,I have been been clever enough to have grandchildren,,,,,,
,and skip that interim step of having to raise children,,,,,,
*FRAN:,So,,,,,,
,,,,,,,
*ALIC:,Oh,,,,,,
,right to the,,,,,,
*FRAN:,so I'm the grandmother,,,,,,
,,,,,,,
*BERN:,Oh so you get to be a,,,,,,
*FRAN:,and I,,,,,,
*BERN:,a grandma,,,,,,
*FRAN:,Uh,,,,,,
,yes,,,,,,
,I get to be a grandmother and,,,,,,
,I babysit,,,,,,
*ALIC:,A grandmother,,,,,,
*FRAN:,and I see the kids,,,,,,
,and they come,,,,,,
,you know,,,,,,
,and it's wonderful,,,,,,
*BERN:,How long have you been married,,,,,,
*ENV:,,,,,,,
*FRAN:,T I'll be ten years in,,,,,,
,next month,,,,,,
*BERN:,Ah,,,,,,
*FRAN:,So,,,,,,
,It's great,,,,,,
*FRAN:,We get along great,,,,,,
*FRAN:,I mean,,,,,,
,delight,,,,,,
*BERN:,that that that,,,,,,
*BERN:,That helps,,,,,,
*SEAN:,That's wonderful,,,,,,
*ALIC:,That is,,,,,,
*BERN:,,,,,,,
*FRAN:,Well,,,,,,
*ALIC:,That's,,,,,,
*FRAN:,I was the world's oldest bride,,,,,,
*FRAN:,I mean,,,,,,
,I waited,,,,,,
,and waited,,,,,,
*FRAN:,And waited,,,,,,
*FRAN:,and waited,,,,,,
,and everyone had given up,,,,,,
*FRAN:,,,,,,,
,But,UI,T4,UI,T4,MATCH,T4
,when I finally did it,,,,,,
,I'm I'm,,,,,,
,uh I'm delighted that I waited,,,,,,
*FRAN:,You know,,,,,,
*FRAN:,so,,,,,,
*SEAN:,Sure,,,,,,
*SEAN:,Found somebody fun,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,somebody with interests and,,,,,,
*BERN:,A good writer,,,,,,
*FRAN:,Mhm,,,,,,
*ALIC:,A bad name though,,,,,,
*BERN:,,,,,,,
*ALIC:,Larry,,,,,,
*ALIC:,That was my husband's name,,,,,,
*SEAN:,The,,,,,,
*BERN:,,,,,,,
*FRAN:,oh yeah,,,,,,
*ALIC:,I'm sorry,,,,,,
*ALIC:,Ugh,,,,,,
*ALIC:,,,,,MATCH,38,
@End,,,,,UNMATCH,11,
